date,sales
2025-01-01,-0.013515132162742497
2025-01-02,-0.4724984469616738
2025-01-03,1.1844425415484032
2025-01-04,1.150776283739191
2025-01-05,1.3510905177040053
2025-01-06,0.43817382677752553
2025-01-07,1.9548387410825496
2025-01-08,0.2631092861696201
2025-01-09,-0.7670782027922834
2025-01-10,2.402038865648256
2025-01-11,0.32539186311666324
2025-01-12,0.4297572623252221
2025-01-13,0.6480268337882834
2025-01-14,0.055500696346142624
2025-01-15,-0.8276774668488659
2025-01-16,-0.07130887473522408
2025-01-17,-1.006108633237692
2025-01-18,-0.27835636026188104
2025-01-19,-1.3315491253934137
2025-01-20,0.03586204595743563
2025-01-21,-1.5183968562345433
2025-01-22,-1.2984439718810212
2025-01-23,-0.6105301039794448
2025-01-24,-1.8331763667506804
2025-01-25,-0.8433883871598319
2025-01-26,-0.04044813841011275
2025-01-27,-1.6637228691109776
2025-01-28,-0.34961660595804817
2025-01-29,-0.07299218762568477
2025-01-30,0.49035652638180455
