date,sales
2025-01-01,0.49596756935000713
2025-01-02,0.4241462193570203
2025-01-03,0.19689897914483584
2025-01-04,0.9605619271171402
2025-01-05,0.9151124790747032
2025-01-06,1.5154940766723268
2025-01-07,0.7147982451098881
2025-01-08,0.9538286755552974
2025-01-09,0.90613481032558
2025-01-10,0.2704036420282834
2025-01-11,1.09466585405717
2025-01-12,0.9184791048556245
2025-01-13,0.5891108826221616
2025-01-14,0.2412262185936319
2025-01-15,-0.6251188156967705
2025-01-16,-0.33783341572482334
2025-01-17,-0.5330977110182562
2025-01-18,-0.9982531730822098
2025-01-19,-0.8501216387216746
2025-01-20,-0.7059178344388806
2025-01-21,-0.02922605247370841
2025-01-22,-1.0066697375345124
2025-01-23,-0.9752478969125806
2025-01-24,-1.1132795539303524
2025-01-25,-2.0065575944681253
2025-01-26,-0.8619048289548986
2025-01-27,-0.6391464231172758
2025-01-28,0.8494632763467386
2025-01-29,-0.33615010283436264
2025-01-30,0.1682826600070049
